	Adult_AdrenalGland	Adult_Colon	Adult_Esophagus	Adult_GallBladder	Adult_Heart	Adult_Kidney	Adult_Liver	Adult_Lung	Adult_Ovary	Adult_Pancreas	Adult_Prostate	Adult_Rectum	Adult_Retina	Adult_SpinalCord	Adult_UrinaryBladder	Fetal_Brain	Fetal_Gut	Fetal_Heart	Fetal_Liver	Fetal_Placenta	Fetal_Testis	Immune_CD4	Immune_Monocyte	Immune_NK
GO:0010876	5.59672340236279	0	0	0	0	0	14.2130074964233	0	0	0	0	0	0	0	0	0	4.55638002181866	0	0	0	0	0	6.19480547112601	0
GO:0051181	5.62404750663735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048193	10.5345993421766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006892	5.42161558289253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006891	4.60617068632167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097428	5.90345366978527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031647	5.07837894618278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:04213	5.96774802049067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:04142	23.8981247763978	0	0	0	0	3.3270179834879	0	5.12941883008622	0	0	0	0	0	0	0	0	3.1055471395612	0	0	0	0	0	0	0
KEGG:04925	5.58068027752222	0	0	0	0	0	0	0	2.99573227355399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:00511	7.3524811010436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:00140	5.12604614560758	0	0	0	0	0	40.9765280446471	0	0	0	0	0	0	0	3.85375409730417	0	0	0	4.65331056131603	0	0	0	0	0
KEGG:04913	4.68638024141363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:446203	6.08357983601579	0	0	0	0	0	0	0	0	13.9467588445742	0	0	0	0	0	0	0	0	0	25.5027894100793	3.60822155109648	0	0	0
REAC:211859	6.66089520105061	0	0	0	0	18.2467274368289	106.317900419737	0	0	0	0	0	0	0	0	0	0	0	6.30343931212881	0	3.2519156789464	0	0	0
REAC:211945	7.12715584401751	0	0	0	0	0	74.5290213358636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:211897	7.87533930524384	0	0	0	0	0	45.2862340177413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:211976	18.9775503062198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:209905	5.49433225047399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:1852241	11.0366912859739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49331267056996	0	4.70609610457805	0	0	0	0	0	0
REAC:5368287	19.5983362399609	0	0	0	0	4.50081017066385	0	0	0	0	0	0	0	0	0	0	0	7.47163012383794	0	4.24749574171628	0	0	0	0
REAC:5368286	16.8012925006651	0	0	0	0	3.4514385980989	0	0	0	0	0	0	0	0	0	0	0	8.0194528071989	0	4.72170400224404	0	0	0	0
REAC:5419276	16.8012925006651	0	0	0	0	3.4514385980989	0	0	0	0	0	0	0	0	0	0	0	8.0194528071989	0	4.72170400224404	0	0	0	0
REAC:5389840	16.8012925006651	0	0	0	0	4.93367425296013	0	0	0	0	0	0	0	0	0	0	0	8.0194528071989	0	4.72170400224404	0	0	0	0
REAC:2428933	5.45848611870086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:196071	18.919907231875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7293328617232	0	0	0	0
REAC:196108	8.72791422273189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:194002	12.4020875294561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13516655674236	0	0	0	0
REAC:193993	7.49654244421784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2991715856828	0	0	0	0
REAC:1169092	4.60517018598809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:5579029	7.49654244421784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:5579026	5.49433225047399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:5653656	6.84948637085816	0	0	0	0	0	0	0	0	7.53137639689347	0	0	0	0	0	0	0	0	0	4.92813407258451	0	0	0	0
REAC:199991	9.61680598041793	0	0	0	0	0	0	0	0	6.58567177981302	0	0	0	0	0	4.13516655674236	0	0	0	0	0	0	0	0
REAC:6811442	5.95609740327069	0	0	0	0	0	0	0	0	4.73073340896344	0	0	0	0	0	0	0	0	0	0	3.24163281199082	0	0	0
REAC:6811440	6.53619172254965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:199992	6.84948637085816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:421837	6.84948637085816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:1362409	8.72791422273189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:1268020	5.6021288209297	0	0	0	11.767817714599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55434856115633	0	0	0
GO:0006022	0	5.83275285595316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21990778519745	0	0	0	0	0
GO:0030203	0	6.38302675004716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36390159691846	0	0	0	0	0
GO:1903510	0	4.89285225843987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006023	0	4.80728637011023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006024	0	4.89285225843987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061061	0	6.71713491937349	4.55638002181866	4.43965574751052	29.4761813618837	0	0	0	0	0	0	4.70168108636893	0	0	4.26869794936688	0	0	7.13842709671714	0	0	0	0	0	0
GO:0090131	0	10.5013245532917	0	0	0	0	0	0	0	0	10.6458249772868	0	0	0	12.0820866657492	0	0	0	0	0	0	0	0	0
GO:0031589	0	6.84009663050832	0	3.9476501830713	0	0	0	4.60517018598809	0	0	19.078460780675	9.2637411487033	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006493	0	9.30575055678084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016266	0	11.4641353008008	0	0	0	0	0	3.07694232897953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098661	0	5.18677599181513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902476	0	4.75019595803835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050848	0	4.62741579493541	0	0	6.28181684811564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060314	0	5.99547256850552	0	0	5.4894778720092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043062	0	18.5599428112859	0	44.3560862512058	0	0	0	22.6822612255504	0	9.5430198103587	33.5642167549126	37.9469983915098	0	0	0	0	0	0	0	5.67519501780429	0	0	0	0
GO:0030198	0	18.6425750758661	0	44.4706634219685	0	0	0	22.763486665473	0	9.60042437804604	33.6801147758732	38.0255316649345	0	0	0	0	0	0	0	5.72296529407298	0	0	0	0
GO:0003013	0	7.5616817463888	0	0	14.2759599744052	0	0	0	0	0	0	0	0	0	0	0	0	15.6418614719619	0	0	0	0	0	0
GO:0008015	0	7.67347315237692	0	0	14.3846717587432	0	0	0	0	0	0	0	0	0	0	0	0	15.7745059465682	0	0	0	0	0	0
GO:1904375	0	4.62741579493541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1903076	0	4.62741579493541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090003	0	6.83079423784601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090004	0	5.10769700693939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003012	0	12.6492396208223	18.1355018017187	0	35.2379416477962	0	0	0	0	0	18.9084410947874	3.54391368386375	0	0	3.69288747551148	0	0	26.1358723498966	0	0	0	0	0	0
GO:0006936	0	12.3568955352648	16.4507750893408	0	38.7056916499676	0	0	0	0	0	18.8196668859628	4.36615328551759	0	0	4.983506626708	0	0	23.3529670716376	0	0	0	0	0	0
GO:0046887	0	5.00564775258522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:05410	0	5.35594647938467	0	0	12.0055837847808	0	0	0	0	0	10.7336005881692	0	0	0	5.78282568199665	0	0	7.08449245748219	0	0	0	0	0	0
KEGG:04270	0	11.9239057537665	0	0	0	0	0	0	0	0	11.7004605888171	4.28308668681898	0	0	5.09130319716371	0	0	0	0	0	0	0	0	0
KEGG:04810	0	6.18504929618065	0	0	0	0	0	0	0	0	11.289781913656	0	0	0	0	0	0	0	0	0	0	0	0	23.8111133994082
KEGG:04510	0	12.6368555616226	0	4.48295255326384	0	0	0	7.72873583105197	0	0	25.9670950182104	26.3500872704665	0	0	7.05509586688085	0	0	0	0	0	0	0	0	0
KEGG:00601	0	4.74558233970484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:05412	0	8.09192545601189	0	0	6.90775527898214	0	0	0	0	0	8.1050835405894	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:04512	0	15.1360171785462	0	9.5195866223438	0	0	0	16.6389716105778	0	0	26.5390978154112	23.2704735129318	0	0	4.07454193492592	0	0	0	0	0	0	0	0	0
KEGG:00512	0	8.55801518593649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG:05414	0	4.82581685710371	0	0	13.4034009071374	0	0	0	0	0	9.97605824537096	0	0	0	3.65738078705457	0	0	3.07694232897953	0	0	0	0	0	0
REAC:392154	0	9.44606270549725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:418457	0	6.08797544748883	0	0	0	0	0	0	0	0	3.49331267056996	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:1630316	0	7.50377574881136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:1638074	0	5.46319200973827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:3781865	0	9.62737211645581	2.99573227355399	10.6006427544936	0	0	0	0	0	5.417100902538	6.37712702791997	0	0	0	0	3.05760767727208	0	0	0	0	0	0	0	0
REAC:5173105	0	12.1882327274018	0	4.9982127740977	0	0	0	0	0	3.68091128446476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:913709	0	12.706947938443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:977068	0	4.69948086545933	0	0	0	0	0	4.14143616975595	0	0	0	0	0	0	0	0	0	0	0	3.00578260940749	0	0	0	0
REAC:397014	0	6.25023527606534	9.44353425914389	0	17.4728913450188	0	0	0	0	0	14.0652547910757	5.9716619198118	0	0	0	0	0	10.7290239211418	0	0	0	0	0	0
REAC:445355	0	12.2262753528477	0	4.69838256771027	0	0	0	0	0	0	27.5088034832043	14.1636505994532	0	0	2.99573227355399	0	0	0	0	0	0	0	0	0
REAC:446728	0	6.0448653238351	0	0	0	0	0	0	0	0	8.02861317659757	6.1516332992608	0	3.14191478373207	0	0	0	0	0	0	0	0	0	0
REAC:446353	0	15.5874673998962	0	0	0	0	0	0	0	0	3.71317214668298	6.4377516497364	0	0	8.91023577952584	0	0	0	0	0	0	0	0	0
REAC:446388	0	6.2925696398919	0	0	0	0	0	0	0	0	0	0	0	0	4.51899248974704	0	0	0	0	0	0	0	0	0
REAC:446343	0	6.52249287819149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:1474244	0	16.6979141462113	0	31.9738270374491	0	0	0	26.7390230766234	0	10.8816536881284	33.5344747857138	47.7230151760331	0	0	0	0	0	0	0	6.93924594607351	0	0	0	0
REAC:216083	0	4.8208417224636	0	0	0	3.34670919637809	0	5.54934612135178	0	0	6.77672701657573	10.2100127127894	0	0	0	0	0	0	0	0	0	0	0	0
REAC:3000171	0	15.5471161043726	0	0	0	0	0	11.094215130112	0	0	15.9274752913497	13.0270531976	0	0	0	0	0	0	0	0	0	0	0	0
REAC:3000170	0	8.52220573323978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:1566977	0	4.95048137127651	0	0	0	0	0	6.36543098815677	0	0	0	5.33290881131766	0	0	0	0	0	0	0	0	0	0	0	0
REAC:3000178	0	6.21962064024574	0	0	0	0	0	4.79149976417958	0	0	6.37126190846757	8.40833878650415	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002934	0	0	5.89252459925308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0052547	0	0	5.67519501780429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.612837914672	0
GO:0052548	0	0	4.71610174669537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3571366398744	0
GO:0034113	0	0	5.76672227443007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0856864874748	0
GO:0086042	0	0	6.89780494812897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0086069	0	0	4.83962749720257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49660756646681	0	0	0	0	0	0
GO:0086073	0	0	6.89780494812897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0018149	0	0	33.0170773967846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042303	0	0	13.776289844811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0022404	0	0	8.08216928106653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042633	0	0	13.776289844811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0022405	0	0	8.08216928106653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008544	0	0	52.8284288764566	0	0	0	0	6.08797544748883	0	0	0	0	0	0	5.42615073805792	0	0	0	0	0	0	0	0	0
GO:0048730	0	0	9.41368129599421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043588	0	0	42.8820162792035	3.18931702262666	0	0	0	0	0	0	0	10.8399809917278	0	0	8.12853520162445	0	0	0	0	0	0	0	0	0
GO:0098773	0	0	7.8700899493577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001942	0	0	8.3061222213363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031069	0	0	9.99122646684413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030855	0	0	22.0665007086059	0	0	0	0	4.51899248974704	0	0	0	0	0	0	6.32553965912947	0	0	0	0	0	0	0	0	0
GO:0009913	0	0	36.1138128806275	0	0	0	0	0	0	0	0	0	0	0	3.26754099684948	0	0	0	0	0	0	0	0	0
GO:0030216	0	0	38.3330163646825	0	0	0	0	0	0	0	0	0	0	0	5.02372053364491	0	0	0	0	0	0	0	0	0
GO:0031032	0	0	6.38896148556697	0	12.5513838308186	0	0	0	0	0	5.03749274826614	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0055002	0	0	5.13280292807046	0	22.7406719877068	0	0	0	0	0	3.81671282562382	0	0	0	0	0	0	11.2739085644997	0	0	0	0	0	0
GO:0030239	0	0	5.76672227443007	0	23.8221388694199	0	0	0	0	0	0	0	0	0	0	0	0	6.18020667170486	0	0	0	0	0	0
GO:0050879	0	0	12.9526206028172	0	16.328816682274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050881	0	0	12.9526206028172	0	16.328816682274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044057	0	0	8.00436956498757	0	10.6931456334769	0	0	0	0	0	0	0	0	0	0	0	0	13.9297997043664	0	0	0	0	0	0
GO:0006941	0	0	12.1125823024428	0	28.7396837404502	0	0	0	0	0	0	0	0	0	0	0	0	16.7159326517139	0	0	0	0	0	0
GO:0003009	0	0	13.7478519094905	0	17.2606598271556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090257	0	0	9.01972001236753	0	12.9696422903867	0	0	0	0	0	0	0	0	0	0	0	0	9.34730622704934	0	0	0	0	0	0
GO:0006937	0	0	8.77855795555064	0	15.3116197850914	0	0	0	0	0	0	0	0	0	0	0	0	9.58430681302498	0	0	0	0	0	0
GO:0006942	0	0	9.87781980578755	0	17.5620191249148	0	0	0	0	0	0	0	0	0	0	0	0	7.11232244472341	0	0	0	0	0	0
GO:0014819	0	0	4.83962749720257	0	5.44681737486648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030029	0	0	7.78242433616547	0	14.9580747341616	0	0	0	0	0	5.83617166270195	0	0	0	0	4.26158048159801	0	3.20398721237445	0	0	0	0	0	0
GO:0030048	0	0	13.5228409440015	3.63818633979842	34.0940905736492	0	0	0	0	0	0	0	0	0	0	0	0	9.89353722168296	0	0	0	0	0	0
GO:0070252	0	0	15.4709924088998	3.04913305028111	37.7677025556324	0	0	0	0	0	0	0	0	0	0	0	0	11.7613868242687	0	0	0	0	0	0
GO:0033275	0	0	11.0304993157259	4.66810998576197	41.660963284605	0	0	0	0	0	3.58993950625903	0	0	0	0	0	0	3.75501925661848	0	0	0	0	0	0
GO:0030049	0	0	11.0304993157259	4.66810998576197	41.660963284605	0	0	0	0	0	3.58993950625903	0	0	0	0	0	0	3.75501925661848	0	0	0	0	0	0
GO:0086005	0	0	5.4894778720092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098900	0	0	5.1361985170716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51660823317348	0	0	0	0	0	0
GO:0098901	0	0	6.55709840736897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91169534624135	0	0	0	0	0	0
GO:0098911	0	0	5.14817470811832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045103	0	0	25.4539992459098	0	0	0	0	0	0	0	0	10.4143131763021	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045104	0	0	25.4539992459098	0	0	0	0	0	0	0	0	10.4143131763021	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045109	0	0	11.9345199550083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:5683826	0	0	4.92262441677354	0	0	0	0	19.8190476863065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:351906	0	0	5.30836770240154	0	0	0	0	0	0	6.66089520105061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REAC:390522	0	0	14.055037588529	0	33.6426883703541	0	0	0	0	0	0	0	0	0	0	0	0	5.02220193046772	0	0	0	0	0	0
GO:0051093	0	0	0	6.13764705728606	0	0	0	0	0	0	0	0	0	0	0	7.01645469590548	0	0	0	0	0	0	0	0
GO:0009790	0	0	0	5.71991185658608	0	0	0	3.8971343929344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045596	0	0	0	7.00206595845338	0	0	0	0	0	0	0	0	0	0	0	3.33540964112415	0	0	0	0	0	0	0	0
GO:0032330	0	0	0	4.96184512992682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0040017	0	0	0	4.60517018598809	0	0	0	3.90207267457498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051272	0	0	0	4.79996926429316	0	0	0	3.11677060193105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071772	0	0	0	6.36543098815677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071773	0	0	0	6.36543098815677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090287	0	0	0	5.71991185658608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007178	0	0	0	5.6578535427678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090101	0	0	0	6.43152109998577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030509	0	0	0	4.97623386737892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030510	0	0	0	5.87457079563648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0072359	0	0	0	10.5729182064788	6.53619172254965	0	0	12.5401477575517	0	0	0	0	0	0	0	0	0	14.6664818237178	0	0	0	0	0	0
