	Adult_AdrenalGland	Adult_Colon	Adult_Esophagus	Adult_GallBladder	Adult_Heart	Adult_Kidney	Adult_Liver	Adult_Lung	Adult_Ovary	Adult_Pancreas	Adult_Prostate	Adult_Rectum	Adult_Retina	Adult_SpinalCord	Adult_UrinaryBladder	Fetal_Brain	Fetal_Gut	Fetal_Heart	Fetal_Liver	Fetal_Placenta	Fetal_Testis	Immune_CD4	Immune_Monocyte	Immune_NK
REAC:114608	0	0	0	10.274551233927	0	0	0	5.7603528261446	0	0	0	0	0	0	0	0	0	0	0	8.84569725838827	0	0	10.671358279292	0
GO:0051186	0	0	0	0	4.8283137373023	15.5584798630229	30.2360635669565	0	0	0	0	0	5.38169897548709	0	0	0	0	0	11.8276362098099	0	0	0	0	0
GO:0006732	0	0	0	0	6.46306945772069	10.9764320944557	23.0532221267366	0	0	0	0	0	8.22079917836244	0	0	0	0	0	0	0	0	0	0	0
GO:0006733	0	0	0	0	8.45421839225485	0	6.64539101451465	0	0	0	0	0	17.8109151723315	0	0	0	0	0	0	0	0	0	0	0
GO:0042180	0	0	0	0	8.76565455071474	0	12.7269486051497	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1880245659328	0	0	0
GO:0034440	0	0	0	0	4.81465741085482	14.4316966973881	18.1738206660208	0	0	0	0	0	0	0	0	0	0	0	4.7083109449076	0	0	0	0	0
GO:0019395	0	0	0	0	4.95472766215796	14.7418516256919	18.5149914234236	0	0	0	0	0	0	0	0	0	0	0	4.88886023717034	0	0	0	0	0
GO:1901657	0	0	0	0	74.201916849246	0	0	0	0	0	0	0	5.46083629604581	0	0	0	0	0	5.31648133717571	0	0	0	0	0
GO:0006091	0	0	0	0	110.708007301875	0	9.85089510241696	0	0	0	0	0	7.72420067588658	0	0	0	0	7.59095212868891	0	0	0	0	0	0
GO:0015980	0	0	0	0	112.816719225855	0	8.0534591751841	0	0	0	0	0	0	0	0	0	0	8.22452357745342	0	0	0	0	0	0
KEGG:01200	0	0	0	0	5.54421790498486	15.217934301014	17.5577907888053	0	0	0	0	0	12.9696422903867	0	0	0	0	0	0	0	0	0	0	0
REAC:1428517	0	0	0	0	130.486544471627	5.59134704532641	0	0	0	0	0	0	0	0	0	0	0	6.11024808309795	0	0	0	0	0	0
REAC:389661	0	0	0	0	6.60027057923418	6.30343931212881	8.32244911462373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1904223	0	0	0	0	0	5.18677599181513	13.7572416498403	0	0	0	0	0	0	0	7.89125476054974	0	0	0	0	0	0	0	0	0
GO:1904224	0	0	0	0	0	5.18677599181513	13.7572416498403	0	0	0	0	0	0	0	7.89125476054974	0	0	0	0	0	0	0	0	0
GO:0055088	0	0	0	0	0	5.03749274826614	7.77525584668686	0	0	0	0	0	0	0	0	0	5.52898918428304	0	0	0	0	0	7.92940652651412	0
GO:0044282	0	0	0	0	0	41.088857229621	86.4579568221186	0	0	0	0	0	0	0	0	0	0	0	7.86747556878363	0	0	0	0	0
GO:0044283	0	0	0	0	0	10.7615093762863	49.0198189664019	0	0	0	0	0	0	0	0	0	0	0	9.43724097216811	0	9.35305667417778	0	0	0
GO:1901565	0	0	0	0	0	20.5326454773378	46.7711930157805	0	0	0	0	0	0	0	0	0	0	0	11.9074506330401	0	0	0	0	0
GO:0009410	0	0	0	0	0	12.8409509179661	104.994655376203	0	0	0	0	0	0	0	0	0	0	0	11.4546565568463	0	0	0	0	0
GO:0071466	0	0	0	0	0	12.9194225334076	105.314598310873	0	0	0	0	0	0	0	0	0	0	0	11.5361940919096	0	0	0	0	0
GO:0006805	0	0	0	0	0	13.0001457446801	105.641282541128	0	0	0	0	0	0	0	0	0	0	0	11.6182859806281	0	0	0	0	0
GO:0016054	0	0	0	0	0	40.6718045063405	87.5991594523637	0	0	0	0	0	0	0	0	0	0	0	8.1084002932154	0	0	0	0	0
GO:0046395	0	0	0	0	0	40.6718045063405	87.5991594523637	0	0	0	0	0	0	0	0	0	0	0	8.1084002932154	0	0	0	0	0
GO:0006790	0	0	0	0	0	13.0783464919876	16.5628214730198	0	0	0	0	0	0	0	0	0	0	0	13.3147352700518	0	10.9590403517438	0	0	0
GO:0007586	0	0	0	0	0	4.60717218865876	0	0	0	17.5164625933125	0	0	0	0	0	0	27.7089826573983	0	0	0	0	0	0	0
GO:0001991	0	0	0	0	0	8.09848285655805	0	0	0	0	0	4.72395372197806	0	0	0	0	9.38827158046884	0	0	0	0	0	0	0
GO:0005996	0	0	0	0	0	7.21836485607762	55.1398245991329	0	0	0	0	0	10.0290507755115	0	0	0	0	0	0	0	0	0	0	0
GO:2001029	0	0	0	0	0	4.79633069144925	12.9610952298082	0	0	0	0	0	0	0	7.31873556777841	0	0	0	0	0	0	0	0	0
GO:0052697	0	0	0	0	0	4.79633069144925	17.3456783209234	0	0	0	0	0	0	0	11.3140746062251	0	0	0	0	0	0	0	0	0
GO:2001030	0	0	0	0	0	5.18677599181513	13.7572416498403	0	0	0	0	0	0	0	7.89125476054974	0	0	0	0	0	0	0	0	0
GO:0006631	0	0	0	0	0	13.8185150669846	61.9386857898758	0	0	0	0	0	0	0	0	0	0	0	5.55450077194045	0	0	0	0	0
GO:0060177	0	0	0	0	0	6.6076506865318	0	0	0	0	0	5.74460446917646	0	0	0	0	8.81156425201882	0	0	0	0	0	0	0
GO:0002002	0	0	0	0	0	6.6076506865318	0	0	0	0	0	5.74460446917646	0	0	0	0	8.81156425201882	0	0	0	0	0	0	0
GO:0002003	0	0	0	0	0	6.95904857336969	0	0	0	0	0	6.00353712834225	0	0	0	0	9.40150087743734	0	0	0	0	0	0	0
GO:0006520	0	0	0	0	0	25.4020825631028	46.0567144017045	0	0	0	0	0	0	0	0	0	0	0	8.14908386985184	0	14.4732905946869	0	0	0
GO:1901605	0	0	0	0	0	15.7126305428502	52.1619499429789	0	0	0	0	0	0	0	0	0	0	0	12.5627475894689	0	0	0	0	0
GO:0009069	0	0	0	0	0	6.00759392903787	18.6653033269437	0	0	0	0	0	0	0	0	0	0	0	4.91988093082779	0	0	0	0	0
GO:0009062	0	0	0	0	0	13.2277238930622	24.7518226586305	0	0	0	0	0	0	0	0	0	0	0	5.37088805938287	0	0	0	0	0
GO:0006635	0	0	0	0	0	15.4975191632332	16.7681833420578	0	0	0	0	0	0	0	0	0	0	0	4.96901361940544	0	0	0	0	0
GO:0016052	0	0	0	0	0	6.74224084050456	15.5358800311057	0	0	0	0	0	14.7990100395319	0	0	0	0	0	0	0	0	0	0	0
KEGG:00053	0	0	0	0	0	7.79691734346804	47.1974057560829	0	0	0	0	0	0	0	10.4210021644529	0	0	0	0	0	0	0	0	0
KEGG:04146	0	0	0	0	0	6.20465776756902	12.5017868896792	0	0	0	0	0	0	0	0	0	0	0	20.050321363704	0	0	0	0	0
KEGG:00010	0	0	0	0	0	6.00353712834225	21.8349633651632	0	0	0	0	0	19.095988006384	0	0	0	0	0	0	0	0	0	0	0
KEGG:00040	0	0	0	0	0	8.31017902203191	55.0469308522402	0	0	0	0	0	0	0	8.65645525874974	0	0	0	0	0	0	0	0	0
REAC:71291	0	0	0	0	0	9.16155020780675	38.0757934997154	0	0	12.8485267117746	0	0	0	0	0	0	0	0	62.5423115188077	4.69948086545933	16.9322811598953	0	0	0
REAC:3299685	0	0	0	0	0	4.81960179670028	0	0	0	0	0	0	0	0	0	0	0	0	7.14855376553507	0	6.08797544748883	0	0	0
REAC:425407	0	0	0	0	0	14.1764804261859	10.0381624558627	0	0	0	0	0	6.55008083471032	0	0	0	5.11266801966141	0	0	0	0	0	0	0
REAC:425366	0	0	0	0	0	12.1784574784972	6.18020667170486	0	0	0	0	0	4.92675381011555	0	0	0	0	0	0	0	0	0	0	0
REAC:156580	0	0	0	0	0	16.2829702941486	33.3913739420731	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81244509917781	0	0	0
REAC:2022377	0	0	0	0	0	5.74773436218538	0	0	0	0	0	6.80339526365789	0	0	0	0	9.76546625463875	0	0	0	0	0	0	0
GO:0046700	0	0	0	0	0	0	4.84342737511235	0	0	0	0	0	0	0	0	0	0	0	46.9531039792613	6.90775527898214	0	0	0	0
GO:0044270	0	0	0	0	0	0	5.86043628470158	0	0	0	0	0	0	0	0	0	0	0	52.7688367792544	6.90775527898214	0	0	0	0
GO:1901361	0	0	0	0	0	0	18.5962253164673	0	0	0	0	0	0	0	0	0	0	0	47.2424294374568	8.58440194110969	0	0	0	0
GO:0010817	0	0	0	0	0	0	10.715418269086	0	0	0	0	0	0	0	0	0	12.3203617919323	0	0	13.8978058006911	0	0	0	0
GO:0019439	0	0	0	0	0	0	16.9368060544936	0	0	0	0	0	0	0	0	0	0	0	46.1329119153065	7.59890445687941	0	0	0	0
KEGG:00860	0	0	0	0	0	0	29.9912353217592	0	0	0	0	0	0	0	5.40813223255524	0	0	0	7.08927715560553	0	0	0	0	0
GO:0045321	0	0	0	0	0	0	0	8.87386813535497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.50903839786369	9.81364684853634
GO:0034330	0	0	0	0	0	0	0	6.66089520105061	0	0	9.08812273925193	6.89780494812897	0	5.19937741869313	0	0	0	0	0	0	0	0	0	0
